State,County,RefinedType,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, inf]"
AL,St. Clair,Broken,0,1,3,0,0,0,0,0,0,0,0,0
AL,St. Clair,Congestion,0,0,1030,70,10,0,0,0,0,0,0,0
AL,St. Clair,Construction,0,1,0,0,0,1,2,0,0,0,0,1
AL,St. Clair,Incident,0,6,8,6,4,3,0,0,0,0,0,0
AL,St. Clair,Lane,0,2,0,3,0,0,0,0,0,0,0,0
AL,St. Clair,Other,0,2,0,1,0,0,0,0,0,0,0,0
AL,St. Clair,ALL,0,47,1065,80,14,4,2,0,0,0,0,1
AL,Sumter,Accident,0,24,22,1,0,0,0,0,0,0,0,0
AL,Sumter,Broken,0,3,1,0,0,0,0,0,0,0,0,0
AL,Sumter,Congestion,0,0,349,13,0,1,0,0,0,0,0,0
AL,Sumter,Construction,0,0,0,0,0,2,2,0,0,0,0,6
AL,Sumter,Incident,0,2,3,0,0,0,0,0,0,0,0,0
AL,Sumter,Lane,0,2,0,0,0,0,0,0,0,0,0,0
AL,Sumter,Other,0,1,0,0,0,0,0,0,0,0,0,0
AL,Sumter,ALL,0,32,375,14,0,3,2,0,0,0,0,6
AL,Talladega,Accident,0,17,7,2,0,0,0,0,0,0,0,0
AL,Talladega,Broken,0,2,0,0,0,0,0,0,0,0,0,0
AL,Talladega,Congestion,0,0,908,52,1,5,0,0,0,0,0,0
AL,Talladega,Construction,0,2,0,0,0,0,1,0,0,0,0,1
AL,Talladega,Incident,0,3,12,0,0,1,0,0,0,0,0,0
AL,Talladega,Lane,0,2,4,1,0,0,0,0,0,0,0,0
AL,Talladega,ALL,0,26,931,55,1,6,1,0,0,0,0,1
AL,Tallapoosa,Accident,0,5,8,1,0,0,0,0,0,0,0,0
AL,Tallapoosa,Congestion,0,0,460,14,3,0,0,0,0,0,0,0
AL,Tallapoosa,Incident,0,2,5,0,0,0,0,0,0,0,0,0
AL,Tallapoosa,Lane,0,0,1,0,0,0,0,0,0,0,0,0
AL,Tallapoosa,ALL,0,7,474,15,3,0,0,0,0,0,0,0
AL,Tuscaloosa,Accident,0,746,584,94,0,0,0,0,0,0,0,0
AL,Tuscaloosa,Broken,0,82,27,1,0,0,0,0,0,0,0,0
AL,Tuscaloosa,Congestion,0,0,2918,383,25,13,1,0,0,0,0,0
AL,Tuscaloosa,Construction,0,7,3,1,14,3,7,0,0,1,2,38
AL,Tuscaloosa,Event,0,0,0,0,0,0,13,0,0,0,0,0
AL,Tuscaloosa,Incident,0,26,51,8,3,0,0,0,0,0,0,0
AL,Tuscaloosa,Lane,0,23,8,3,0,0,0,0,0,0,0,0
AL,Tuscaloosa,Other,0,5,0,0,0,0,0,0,0,0,0,0
AL,Tuscaloosa,ALL,0,889,3591,490,42,16,21,0,0,1,2,38
AL,Walker,Accident,0,9,8,0,0,0,0,0,0,0,0,0
AL,Walker,Broken,0,1,1,0,0,0,0,0,0,0,0,0
AL,Walker,Congestion,0,1,693,22,1,0,0,0,0,0,0,0
AL,Walker,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AL,Walker,Incident,0,0,2,1,0,0,0,0,0,0,0,0
AL,Walker,ALL,0,11,704,23,1,0,0,0,0,0,0,2
AL,Washington,Accident,0,1,2,0,0,0,0,0,0,0,0,0
AL,Washington,Congestion,0,0,448,52,18,8,0,0,0,0,0,0
AL,Washington,Incident,0,0,3,1,0,0,0,0,0,0,0,0
AL,Washington,ALL,0,1,453,53,18,8,0,0,0,0,0,0
AL,Wilcox,Congestion,0,0,332,16,5,1,0,0,0,0,0,0
AL,Wilcox,ALL,0,0,332,16,5,1,0,0,0,0,0,0
AL,Winston,Accident,0,1,3,0,0,0,0,0,0,0,0,0
AL,Winston,Congestion,0,0,386,66,26,15,1,0,0,0,0,0
AL,Winston,Construction,0,0,0,0,0,1,1,0,0,0,0,0
AL,Winston,Incident,0,1,1,0,0,0,0,0,0,0,0,0
AL,Winston,ALL,0,2,390,66,26,16,2,0,0,0,0,0
AR,ALL,Accident,0,114,41,15,2,0,0,0,0,0,0,0
AR,ALL,Broken,0,9,4,1,0,0,0,0,0,0,0,0
AR,ALL,Congestion,0,0,33846,2652,240,30,0,0,0,0,0,0
AR,ALL,Construction,0,31,7,18,4,6,12,3,2,3,4,638
AR,ALL,Event,0,0,0,0,0,0,200,0,0,0,0,0
AR,ALL,Incident,0,191,395,143,47,29,0,24,9,31,1,3
AR,ALL,Lane,0,10,7,12,0,0,0,0,0,0,0,0
AR,ALL,Other,0,1,0,0,0,0,0,0,1,0,0,1
AR,ALL,ALL,0,356,34300,2841,293,65,212,27,12,34,5,642
AR,Arkansas,Congestion,0,0,186,1,0,0,0,0,0,0,0,0
AR,Arkansas,Construction,0,0,0,0,0,0,0,0,0,0,0,7
AR,Arkansas,Incident,0,1,0,0,1,2,0,0,0,1,0,0
AR,Arkansas,ALL,0,1,186,1,1,2,0,0,0,1,0,7
AR,Ashley,Congestion,0,0,286,1,0,0,0,0,0,0,0,0
AR,Ashley,Construction,0,0,0,0,0,0,0,0,0,0,0,8
AR,Ashley,Incident,0,1,1,0,0,3,0,1,0,5,0,2
AR,Ashley,ALL,0,1,287,1,0,3,0,1,0,5,0,10
AR,Baxter,Accident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Baxter,Congestion,0,0,168,5,0,0,0,0,0,0,0,0
AR,Baxter,Construction,0,0,0,0,0,0,0,0,0,0,0,8
AR,Baxter,Incident,0,0,2,1,0,0,0,0,0,0,0,0
AR,Baxter,ALL,0,0,171,6,0,0,0,0,0,0,0,8
AR,Benton,Accident,0,2,0,1,0,0,0,0,0,0,0,0
AR,Benton,Congestion,0,0,2862,443,41,6,0,0,0,0,0,0
AR,Benton,Construction,0,0,0,0,0,0,0,0,0,0,1,22
AR,Benton,Event,0,0,0,0,0,0,1,0,0,0,0,0
AR,Benton,Incident,0,6,37,19,10,3,0,0,0,0,0,0
AR,Benton,Lane,0,0,1,1,0,0,0,0,0,0,0,0
AR,Benton,ALL,0,8,2900,464,51,9,1,0,0,0,1,22
AR,Boone,Congestion,0,0,430,22,0,0,0,0,0,0,0,0
AR,Boone,Construction,0,0,0,0,0,0,0,0,0,0,0,5
AR,Boone,Incident,0,1,9,0,0,0,0,0,0,0,0,0
AR,Boone,ALL,0,1,439,22,0,0,0,0,0,0,0,5
AR,Bradley,Congestion,0,0,101,2,0,0,0,0,0,0,0,0
AR,Bradley,Incident,0,0,2,0,0,0,0,0,1,1,0,0
AR,Bradley,ALL,0,0,103,2,0,0,0,0,1,1,0,0
AR,Calhoun,Congestion,0,0,297,21,3,0,0,0,0,0,0,0
AR,Calhoun,Construction,0,0,0,0,0,0,0,0,0,0,0,19
AR,Calhoun,Incident,0,0,1,0,0,1,0,0,0,0,0,0
AR,Calhoun,ALL,0,0,298,21,3,1,0,0,0,0,0,19
AR,Carroll,Accident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Carroll,Congestion,0,0,253,8,2,0,0,0,0,0,0,0
AR,Carroll,Construction,0,0,0,0,0,0,0,0,0,0,0,7
AR,Carroll,Incident,0,0,3,0,0,0,0,0,0,0,0,0
AR,Carroll,ALL,0,0,257,8,2,0,0,0,0,0,0,7
AR,Chicot,Congestion,0,0,297,6,0,0,0,0,0,0,0,0
AR,Chicot,Construction,0,2,0,1,0,0,0,0,0,0,0,5
AR,Chicot,Incident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Chicot,ALL,0,2,298,7,0,0,0,0,0,0,0,5
AR,Clark,Congestion,0,0,376,15,2,0,0,0,0,0,0,0
AR,Clark,Construction,0,1,2,1,3,0,0,1,0,0,1,9
AR,Clark,Incident,0,12,3,1,0,3,0,0,0,1,0,0
AR,Clark,ALL,0,13,381,17,5,3,0,1,0,1,1,9
AR,Clay,Congestion,0,0,110,3,0,0,0,0,0,0,0,0
AR,Clay,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AR,Clay,ALL,0,0,110,3,0,0,0,0,0,0,0,2
AR,Cleburne,Congestion,0,0,163,2,0,0,0,0,0,0,0,0
AR,Cleburne,Construction,0,0,0,0,0,0,0,0,0,0,0,3
AR,Cleburne,ALL,0,0,163,2,0,0,0,0,0,0,0,3
AR,Cleveland,Congestion,0,0,136,8,0,0,0,0,0,0,0,0
AR,Cleveland,Construction,0,0,0,0,0,0,0,0,0,0,0,1
AR,Cleveland,ALL,0,0,136,8,0,0,0,0,0,0,0,1
AR,Columbia,Congestion,0,0,192,7,0,0,0,0,0,0,0,0
AR,Columbia,Construction,0,0,0,0,0,0,0,0,0,0,0,13
AR,Columbia,Incident,0,1,1,1,0,0,0,0,0,0,0,0
AR,Columbia,ALL,0,1,193,8,0,0,0,0,0,0,0,13
AR,Conway,Accident,0,2,0,1,0,0,0,0,0,0,0,0
AR,Conway,Congestion,0,0,207,15,4,0,0,0,0,0,0,0
AR,Conway,Incident,0,6,1,1,0,0,0,0,0,0,0,0
AR,Conway,ALL,0,8,208,17,4,0,0,0,0,0,0,0
AR,Craighead,Accident,0,3,0,0,0,0,0,0,0,0,0,0
AR,Craighead,Congestion,0,0,811,75,2,0,0,0,0,0,0,0
AR,Craighead,Construction,0,0,0,1,0,0,0,0,0,0,0,15
AR,Craighead,Event,0,0,0,0,0,0,13,0,0,0,0,0
AR,Craighead,Incident,0,2,3,0,0,0,0,1,1,1,0,0
AR,Craighead,ALL,0,5,814,76,2,0,13,1,1,1,0,15
AR,Crawford,Accident,0,1,3,0,0,0,0,0,0,0,0,0
AR,Crawford,Broken,0,1,0,0,0,0,0,0,0,0,0,0
AR,Crawford,Congestion,0,0,739,53,1,0,0,0,0,0,0,0
AR,Crawford,Construction,0,0,0,1,0,0,1,0,0,0,0,17
AR,Crawford,Incident,0,3,10,0,0,0,0,0,0,1,0,0
AR,Crawford,ALL,0,5,752,54,1,0,1,0,0,1,0,17
AR,Crittenden,Accident,0,59,12,1,0,0,0,0,0,0,0,0
AR,Crittenden,Broken,0,5,1,0,0,0,0,0,0,0,0,0
AR,Crittenden,Congestion,0,0,1220,122,18,1,0,0,0,0,0,0
AR,Crittenden,Construction,0,4,1,1,1,1,1,0,0,1,1,18
AR,Crittenden,Incident,0,22,36,12,9,3,0,0,0,0,0,0
AR,Crittenden,Lane,0,5,1,0,0,0,0,0,0,0,0,0
AR,Crittenden,ALL,0,95,1271,136,28,5,1,0,0,1,1,18
AR,Cross,Congestion,0,0,421,12,0,0,0,0,0,0,0,0
AR,Cross,Construction,0,0,0,0,0,0,0,0,0,0,0,9
AR,Cross,Incident,0,0,1,0,0,0,0,0,1,1,0,0
AR,Cross,ALL,0,0,422,12,0,0,0,0,1,1,0,9
AR,Dallas,Congestion,0,0,52,1,0,0,0,0,0,0,0,0
AR,Dallas,Incident,0,1,0,0,0,0,0,0,1,0,0,0
AR,Dallas,ALL,0,1,52,1,0,0,0,0,1,0,0,0
AR,Desha,Congestion,0,0,255,10,0,0,0,0,0,0,0,0
AR,Desha,Construction,0,0,0,0,0,0,0,0,0,0,0,34
AR,Desha,Incident,0,0,0,0,0,1,0,1,0,1,0,0
AR,Desha,ALL,0,0,255,10,0,1,0,1,0,1,0,34
AR,Drew,Congestion,0,0,210,4,0,0,0,0,0,0,0,0
AR,Drew,Construction,0,0,0,0,0,0,0,0,0,0,0,28
AR,Drew,Incident,0,1,1,0,0,2,0,2,0,0,0,0
AR,Drew,ALL,0,1,211,4,0,2,0,2,0,0,0,28
AR,Faulkner,Accident,0,0,0,1,0,0,0,0,0,0,0,0
AR,Faulkner,Broken,0,0,1,0,0,0,0,0,0,0,0,0
AR,Faulkner,Congestion,0,0,580,71,2,0,0,0,0,0,0,0
AR,Faulkner,Construction,0,2,0,0,0,0,2,0,0,0,0,8
AR,Faulkner,Event,0,0,0,0,0,0,6,0,0,0,0,0
AR,Faulkner,Incident,0,8,5,2,2,1,0,0,0,0,0,0
AR,Faulkner,Lane,0,0,0,1,0,0,0,0,0,0,0,0
AR,Faulkner,ALL,0,10,586,75,4,1,8,0,0,0,0,8
AR,Franklin,Congestion,0,0,215,13,2,0,0,0,0,0,0,0
AR,Franklin,Construction,0,0,0,0,0,0,0,0,0,0,0,4
AR,Franklin,Incident,0,0,4,1,0,0,0,0,0,0,0,0
AR,Franklin,ALL,0,0,219,14,2,0,0,0,0,0,0,4
AR,Fulton,Congestion,0,0,91,2,0,0,0,0,0,0,0,0
AR,Fulton,Construction,0,0,0,0,0,0,0,0,0,0,0,6
AR,Fulton,Incident,0,1,0,0,0,0,0,0,0,0,0,0
AR,Fulton,ALL,0,1,91,2,0,0,0,0,0,0,0,6
AR,Garland,Congestion,0,0,825,88,3,0,0,0,0,0,0,0
AR,Garland,Construction,0,2,0,0,0,1,0,0,0,0,0,21
AR,Garland,Incident,0,1,8,1,0,0,0,0,0,0,0,0
AR,Garland,ALL,0,3,833,89,3,1,0,0,0,0,0,21
AR,Grant,Congestion,0,0,222,13,0,0,0,0,0,0,0,0
AR,Grant,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AR,Grant,Incident,0,0,0,0,0,1,0,0,0,2,0,0
AR,Grant,ALL,0,0,222,13,0,1,0,0,0,2,0,2
AR,Greene,Accident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Greene,Congestion,0,0,208,3,0,0,0,0,0,0,0,0
AR,Greene,Construction,0,0,0,0,0,0,0,1,1,0,1,8
AR,Greene,Incident,0,0,1,0,0,1,0,0,0,0,0,0
AR,Greene,ALL,0,0,210,3,0,1,0,1,1,0,1,8
AR,Hempstead,Accident,0,1,1,0,0,0,0,0,0,0,0,0
AR,Hempstead,Congestion,0,0,985,63,9,1,0,0,0,0,0,0
AR,Hempstead,Construction,0,2,0,0,0,0,0,0,0,0,0,8
AR,Hempstead,Incident,0,5,16,11,0,0,0,0,0,0,0,0
AR,Hempstead,Lane,0,1,0,0,0,0,0,0,0,0,0,0
AR,Hempstead,ALL,0,9,1002,74,9,1,0,0,0,0,0,8
AR,Hot Spring,Accident,0,2,1,1,1,0,0,0,0,0,0,0
AR,Hot Spring,Broken,0,0,0,1,0,0,0,0,0,0,0,0
AR,Hot Spring,Congestion,0,0,276,15,1,1,0,0,0,0,0,0
AR,Hot Spring,Construction,0,1,1,0,0,0,0,0,0,0,0,6
AR,Hot Spring,Incident,0,7,4,1,0,0,0,0,0,0,0,0
AR,Hot Spring,ALL,0,10,282,18,2,1,0,0,0,0,0,6
AR,Howard,Congestion,0,0,126,0,0,0,0,0,0,0,0,0
AR,Howard,Incident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Howard,ALL,0,0,127,0,0,0,0,0,0,0,0,0
AR,Independence,Congestion,0,0,408,11,1,0,0,0,0,0,0,0
AR,Independence,Construction,0,0,0,8,0,0,0,0,0,0,0,5
AR,Independence,Incident,0,1,1,0,0,0,0,0,1,0,0,0
AR,Independence,ALL,0,1,409,19,1,0,0,0,1,0,0,5
AR,Izard,Congestion,0,0,98,1,0,0,0,0,0,0,0,0
AR,Izard,ALL,0,0,98,1,0,0,0,0,0,0,0,0
AR,Jackson,Congestion,0,0,343,3,0,0,0,0,0,0,0,0
AR,Jackson,Construction,0,0,0,0,0,0,0,0,0,0,0,5
AR,Jackson,Incident,0,0,4,1,0,1,0,2,1,3,0,0
AR,Jackson,ALL,0,0,347,4,0,1,0,2,1,3,0,5
AR,Jefferson,Accident,0,1,0,0,0,0,0,0,0,0,0,0
AR,Jefferson,Congestion,0,0,597,21,0,0,0,0,0,0,0,0
AR,Jefferson,Construction,0,0,0,0,0,0,0,0,0,0,0,20
AR,Jefferson,Event,0,0,0,0,0,0,4,0,0,0,0,0
AR,Jefferson,Incident,0,1,5,1,0,0,0,0,0,0,0,0
AR,Jefferson,ALL,0,2,602,22,0,0,4,0,0,0,0,20
AR,Johnson,Accident,0,2,1,0,0,0,0,0,0,0,0,0
AR,Johnson,Congestion,0,0,248,12,0,0,0,0,0,0,0,0
AR,Johnson,Construction,0,0,0,0,0,0,0,0,0,0,0,5
AR,Johnson,Incident,0,4,4,1,0,0,0,0,0,0,0,0
AR,Johnson,ALL,0,6,253,13,0,0,0,0,0,0,0,5
AR,Lafayette,Congestion,0,0,53,1,0,0,0,0,0,0,0,0
AR,Lafayette,Incident,0,1,0,0,0,0,0,0,0,0,0,0
AR,Lafayette,ALL,0,1,53,1,0,0,0,0,0,0,0,0
AR,Lawrence,Congestion,0,0,204,7,0,0,0,0,0,0,0,0
AR,Lawrence,Construction,0,0,0,0,0,0,0,0,0,0,0,5
AR,Lawrence,Other,0,0,0,0,0,0,0,0,0,0,0,1
AR,Lawrence,ALL,0,0,204,7,0,0,0,0,0,0,0,6
AR,Lee,Congestion,0,0,69,4,0,0,0,0,0,0,0,0
AR,Lee,Construction,0,0,0,0,0,0,0,0,0,0,0,7
AR,Lee,Incident,0,0,2,0,0,0,0,2,0,0,0,0
AR,Lee,ALL,0,0,71,4,0,0,0,2,0,0,0,7
AR,Lincoln,Congestion,0,0,164,0,0,0,0,0,0,0,0,0
AR,Lincoln,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AR,Lincoln,Incident,0,0,1,0,0,0,0,2,0,2,0,1
AR,Lincoln,ALL,0,0,165,0,0,0,0,2,0,2,0,3
AR,Little River,Congestion,0,0,213,3,0,0,0,0,0,0,0,0
AR,Little River,Construction,0,0,0,0,0,1,0,0,0,0,0,7
AR,Little River,ALL,0,0,213,3,0,1,0,0,0,0,0,7
AR,Logan,Congestion,0,0,105,0,0,0,0,0,0,0,0,0
AR,Logan,ALL,0,0,105,0,0,0,0,0,0,0,0,0
AR,Lonoke,Accident,0,2,4,0,0,0,0,0,0,0,0,0
AR,Lonoke,Broken,0,1,1,0,0,0,0,0,0,0,0,0
AR,Lonoke,Congestion,0,0,732,46,7,8,0,0,0,0,0,0
AR,Lonoke,Construction,0,1,0,0,0,1,0,0,0,0,0,10
AR,Lonoke,Incident,0,13,9,1,0,2,0,2,0,4,0,0
AR,Lonoke,Lane,0,0,0,1,0,0,0,0,0,0,0,0
AR,Lonoke,Other,0,0,0,0,0,0,0,0,1,0,0,0
AR,Lonoke,ALL,0,17,746,48,7,11,0,2,1,4,0,10
AR,Madison,Congestion,0,0,112,5,0,0,0,0,0,0,0,0
AR,Madison,Construction,0,0,0,0,0,0,0,0,0,0,0,8
AR,Madison,ALL,0,0,112,5,0,0,0,0,0,0,0,8
AR,Marion,Congestion,0,0,84,0,0,0,0,0,0,0,0,0
AR,Marion,Construction,0,0,0,0,0,0,0,0,0,0,0,6
AR,Marion,Incident,0,0,0,1,0,0,0,0,0,0,0,0
AR,Marion,ALL,0,0,84,1,0,0,0,0,0,0,0,6
AR,Miller,Congestion,0,0,935,71,11,3,0,0,0,0,0,0
AR,Miller,Construction,0,1,0,1,0,0,1,0,0,0,0,3
AR,Miller,Incident,0,9,5,2,1,0,0,0,0,0,0,0
AR,Miller,Lane,0,1,0,0,0,0,0,0,0,0,0,0
AR,Miller,ALL,0,11,940,74,12,3,1,0,0,0,0,3
AR,Mississippi,Accident,0,0,0,0,1,0,0,0,0,0,0,0
AR,Mississippi,Congestion,0,0,785,31,3,0,0,0,0,0,0,0
AR,Mississippi,Construction,0,0,0,0,0,0,0,1,1,1,0,24
AR,Mississippi,Incident,0,3,10,2,2,0,0,5,0,2,0,0
AR,Mississippi,ALL,0,3,795,33,6,0,0,6,1,3,0,24
AR,Monroe,Accident,0,3,0,1,0,0,0,0,0,0,0,0
AR,Monroe,Congestion,0,0,300,16,4,0,0,0,0,0,0,0
AR,Monroe,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AR,Monroe,Incident,0,1,2,1,1,0,0,0,0,1,0,0
AR,Monroe,ALL,0,4,302,18,5,0,0,0,0,1,0,2
AR,Montgomery,Congestion,0,0,110,2,0,0,0,0,0,0,0,0
AR,Montgomery,ALL,0,0,110,2,0,0,0,0,0,0,0,0
AR,Nevada,Congestion,0,0,256,1,0,0,0,0,0,0,0,0
AR,Nevada,Construction,0,0,0,0,0,1,0,0,0,0,0,0
AR,Nevada,Incident,0,2,1,1,0,0,0,0,0,0,0,0
AR,Nevada,ALL,0,2,257,2,0,1,0,0,0,0,0,0
AR,Newton,Congestion,0,0,194,3,0,0,0,0,0,0,0,0
AR,Newton,Construction,0,0,0,0,0,0,0,0,0,0,0,8
AR,Newton,ALL,0,0,194,3,0,0,0,0,0,0,0,8
AR,Ouachita,Congestion,0,0,225,7,0,0,0,0,0,0,0,0
AR,Ouachita,Construction,0,0,0,0,0,0,0,0,0,0,0,29
AR,Ouachita,Incident,0,0,0,0,0,1,0,0,1,1,0,0
AR,Ouachita,ALL,0,0,225,7,0,1,0,0,1,1,0,29
AR,Perry,Congestion,0,0,89,2,0,0,0,0,0,0,0,0
AR,Perry,Construction,0,0,0,0,0,0,0,0,0,0,0,7
AR,Perry,Incident,0,1,0,0,0,0,0,1,0,1,0,0
AR,Perry,ALL,0,1,89,2,0,0,0,1,0,1,0,7
AR,Phillips,Congestion,0,0,217,16,0,0,0,0,0,0,0,0
AR,Phillips,Construction,0,1,0,0,0,0,0,0,0,0,0,5
AR,Phillips,Incident,0,0,0,2,0,1,0,0,0,0,0,0
AR,Phillips,ALL,0,1,217,18,0,1,0,0,0,0,0,5
AR,Pike,Congestion,0,0,74,0,0,0,0,0,0,0,0,0
AR,Pike,ALL,0,0,74,0,0,0,0,0,0,0,0,0
AR,Poinsett,Congestion,0,0,365,4,0,0,0,0,0,0,0,0
AR,Poinsett,Construction,0,0,0,0,0,0,0,0,0,1,0,15
AR,Poinsett,Incident,0,4,2,1,0,0,0,2,0,0,0,0
AR,Poinsett,Lane,0,0,1,0,0,0,0,0,0,0,0,0
AR,Poinsett,ALL,0,4,368,5,0,0,0,2,0,1,0,15
AR,Polk,Congestion,0,0,267,3,0,0,0,0,0,0,0,0
AR,Polk,Incident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Polk,ALL,0,0,268,3,0,0,0,0,0,0,0,0
AR,Pope,Broken,0,1,0,0,0,0,0,0,0,0,0,0
AR,Pope,Congestion,0,0,497,24,1,0,0,0,0,0,0,0
AR,Pope,Construction,0,2,0,0,0,0,0,0,0,0,0,11
AR,Pope,Incident,0,6,7,1,0,0,0,0,0,0,0,0
AR,Pope,ALL,0,9,504,25,1,0,0,0,0,0,0,11
AR,Prairie,Accident,0,1,0,1,0,0,0,0,0,0,0,0
AR,Prairie,Congestion,0,0,508,31,9,4,0,0,0,0,0,0
AR,Prairie,Construction,0,0,1,0,0,0,2,0,0,0,0,4
AR,Prairie,Incident,0,3,5,6,0,3,0,0,0,1,0,0
AR,Prairie,ALL,0,4,514,38,9,7,2,0,0,1,0,4
AR,Pulaski,Accident,0,22,8,5,0,0,0,0,0,0,0,0
AR,Pulaski,Broken,0,1,0,0,0,0,0,0,0,0,0,0
AR,Pulaski,Congestion,0,0,3823,512,37,0,0,0,0,0,0,0
AR,Pulaski,Construction,0,9,1,1,0,1,3,0,0,0,0,26
AR,Pulaski,Event,0,0,0,0,0,0,90,0,0,0,0,0
AR,Pulaski,Incident,0,31,58,20,5,0,0,0,0,0,0,0
AR,Pulaski,Lane,0,2,4,5,0,0,0,0,0,0,0,0
AR,Pulaski,Other,0,1,0,0,0,0,0,0,0,0,0,0
AR,Pulaski,ALL,0,66,3894,543,42,1,93,0,0,0,0,26
AR,Randolph,Congestion,0,0,157,46,2,0,0,0,0,0,0,0
AR,Randolph,Construction,0,0,0,0,0,0,0,0,0,0,0,4
AR,Randolph,Incident,0,0,0,0,0,0,0,0,0,1,0,0
AR,Randolph,ALL,0,0,157,46,2,0,0,0,0,1,0,4
AR,Saint Francis,Congestion,0,0,33,4,1,2,0,0,0,0,0,0
AR,Saint Francis,Construction,0,0,0,0,0,0,0,0,0,0,0,2
AR,Saint Francis,Incident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Saint Francis,ALL,0,0,34,4,1,2,0,0,0,0,0,2
AR,Saline,Accident,0,1,2,0,0,0,0,0,0,0,0,0
AR,Saline,Congestion,0,0,684,43,6,0,0,0,0,0,0,0
AR,Saline,Construction,0,0,0,0,0,0,0,0,0,0,0,10
AR,Saline,Incident,0,6,16,10,2,0,0,0,1,0,0,0
AR,Saline,Lane,0,1,0,1,0,0,0,0,0,0,0,0
AR,Saline,ALL,0,8,702,54,8,0,0,0,1,0,0,10
AR,Scott,Broken,0,0,1,0,0,0,0,0,0,0,0,0
AR,Scott,Congestion,0,0,245,5,0,0,0,0,0,0,0,0
AR,Scott,Incident,0,1,0,0,0,0,0,0,0,0,0,0
AR,Scott,ALL,0,1,246,5,0,0,0,0,0,0,0,0
AR,Searcy,Congestion,0,0,449,25,0,0,0,0,0,0,0,0
AR,Searcy,Construction,0,0,0,0,0,0,0,0,0,0,0,10
AR,Searcy,Incident,0,0,0,1,0,0,0,0,0,0,0,0
AR,Searcy,ALL,0,0,449,26,0,0,0,0,0,0,0,10
AR,Sebastian,Congestion,0,0,612,42,2,0,0,0,0,0,0,0
AR,Sebastian,Construction,0,0,0,0,0,0,0,0,0,0,0,4
AR,Sebastian,Incident,0,0,2,0,1,0,0,0,0,0,0,0
AR,Sebastian,ALL,0,0,614,42,3,0,0,0,0,0,0,4
AR,Sevier,Congestion,0,0,312,3,0,0,0,0,0,0,0,0
AR,Sevier,Construction,0,0,0,0,0,0,0,0,0,0,0,10
AR,Sevier,Incident,0,0,1,0,0,0,0,0,0,0,0,0
AR,Sevier,ALL,0,0,313,3,0,0,0,0,0,0,0,10
AR,Sharp,Congestion,0,0,194,10,0,0,0,0,0,0,0,0
AR,Sharp,Construction,0,0,0,0,0,0,0,0,0,0,0,4
AR,Sharp,ALL,0,0,194,10,0,0,0,0,0,0,0,4
AR,St. Francis,Accident,0,9,4,3,0,0,0,0,0,0,0,0
AR,St. Francis,Congestion,0,0,1185,170,50,2,0,0,0,0,0,0
AR,St. Francis,Construction,0,2,1,2,0,0,1,0,0,0,0,11
AR,St. Francis,Incident,0,16,32,10,9,0,0,1,0,1,0,0
AR,St. Francis,Lane,0,0,0,3,0,0,0,0,0,0,0,0
AR,St. Francis,ALL,0,27,1222,188,59,2,1,1,0,1,0,11
AR,Stone,Congestion,0,0,68,4,0,0,0,0,0,0,0,0
AR,Stone,Construction,0,0,0,0,0,0,0,0,0,0,0,1
AR,Stone,ALL,0,0,68,4,0,0,0,0,0,0,0,1
AR,Union,Congestion,0,0,349,13,0,0,0,0,0,0,0,0
AR,Union,Construction,0,0,0,0,0,0,0,0,0,0,0,10
AR,Union,Incident,0,2,2,1,0,0,0,0,0,0,0,0
AR,Union,ALL,0,2,351,14,0,0,0,0,0,0,0,10
AR,Van Buren,Congestion,0,0,228,5,0,0,0,0,0,0,0,0
AR,Van Buren,Construction,0,0,0,0,0,0,0,0,0,0,0,5
AR,Van Buren,Incident,0,1,1,0,0,0,0,0,0,0,0,0
AR,Van Buren,ALL,0,1,229,5,0,0,0,0,0,0,0,5
AR,Washington,Accident,0,2,1,0,0,0,0,0,0,0,0,0
AR,Washington,Congestion,0,0,2919,292,16,2,0,0,0,0,0,0
AR,Washington,Construction,0,0,0,1,0,0,1,0,0,0,0,25
AR,Washington,Event,0,0,0,0,0,0,86,0,0,0,0,0
AR,Washington,Incident,0,6,68,27,4,0,0,0,0,0,0,0
AR,Washington,ALL,0,8,2988,320,20,2,87,0,0,0,0,25
AR,White,Accident,0,1,1,0,0,0,0,0,0,0,0,0
AR,White,Congestion,0,0,645,30,0,0,0,0,0,0,0,0
AR,White,Construction,0,1,0,0,0,0,0,0,0,0,0,23
